Kind,Index,TStar,Overshoot,Radius,HullExtent
synthetic,1,0.2245391571101872,4.4535661969608,8.665450135267553,1.9457328693533342
synthetic,2,0.14153655989219296,7.065312317620906,15.470033149234302,2.1895752733608114
synthetic,3,0.1753958910059076,5.701387839047601,13.811856977404965,2.4225429609981055
synthetic,4,0.1143350024553792,8.746228001265525,13.587409775212542,1.5535165300111693
synthetic,5,0.11414091545748943,8.761100224156161,15.381865757961766,1.7557002390579655
synthetic,6,0.15201388782709285,6.5783463227875805,15.470033149236667,2.3516598838294707
synthetic,7,0.16367961414381257,6.109496318346508,15.470033149235485,2.532129056658854
synthetic,8,0.16114256812004943,6.205684889265331,14.24364374890804,2.29525733308613
synthetic,9,0.1026630306450443,9.740604711519603,16.411937459368705,1.6848992383357198
synthetic,10,0.14999769946168895,6.66676891438199,15.899972020543434,2.384959224586737
synthetic,11,0.1666315699630432,6.001263747450663,13.587409775213356,2.2640914225750013
synthetic,12,0.1535955171914942,6.510606678404921,12.766385155054254,1.9608595305563719
synthetic,13,0.1845192023572318,5.419490151837888,11.790450445010766,2.175564511545855
synthetic,14,0.18031622744402337,5.545812565929131,10.049357437327195,1.8120622213353783
synthetic,15,0.09123835051228918,10.960303363499616,18.30084698122916,1.6697390915451553
synthetic,16,0.11543491410704183,8.662890319931353,15.470033149235903,1.7857819478151362
synthetic,17,0.13131240546027817,7.615426710787799,16.411937459366243,2.1550909860530276
synthetic,18,0.13438166522199968,7.441491354851061,12.685153256808036,1.7046520182461364
synthetic,19,0.17466153817992586,5.725358945195249,10.049357437327377,1.7552362277234774
synthetic,20,0.1087682682090054,9.193857882139248,14.319683201935561,1.5575271431761164
synthetic,21,0.10260791482386603,9.745836875416218,19.227599515797767,1.972903893384385
synthetic,22,0.1963861996762064,5.092007491609692,11.02361390607617,2.1648856417120803
synthetic,23,0.13580399587205996,7.363553580132453,14.324439953645086,1.945316184334388
synthetic,24,0.09632691602764264,10.38131439516898,16.411937459365955,1.580911321499267
synthetic,25,0.10759854787123933,9.293805723072365,15.381865757961055,1.6550664191069497
synthetic,26,0.16963846259482396,5.894889547475256,10.049357437326462,1.704757545733921
synthetic,27,0.15153659889584847,6.599065884323449,13.811856977408489,2.0930018307923763
synthetic,28,0.10970355815359635,9.115474619336378,13.897005000289367,1.5245508962100638
synthetic,29,0.1436435491383422,6.961677054059046,16.41193745936732,2.357468944900029
synthetic,30,0.12228989346391982,8.177290630276312,19.227599515799422,2.3513410963540275
synthetic,31,0.22893557747309348,4.368041049091763,8.665450135268697,1.9838298307820352
synthetic,32,0.11183929674802384,8.941401001948536,14.31968320193425,1.6015032989588167
synthetic,33,0.14422889733441138,6.933423318639012,18.300846981229697,2.6395109803885504
synthetic,34,0.18092189195833064,5.527247085335128,10.049357437327602,1.818148760526831
synthetic,35,0.09670715369252049,10.340496662527064,19.22759951579541,1.8594464215122595
synthetic,36,0.21201808677229875,4.716578737331834,11.922599134056297,2.527806657755682
synthetic,37,0.10530651774216157,9.496088385036684,18.300846981226538,1.9271984673251166
synthetic,38,0.17595106879652292,5.683398269984034,11.922599134059125,2.0977940604702017
synthetic,39,0.13369077965561543,7.479947402326312,14.319683201934838,1.9144096116880882
synthetic,40,0.10342112027459341,9.669204871740899,14.243643748905345,1.4730935933040004
synthetic,41,0.1672761052291417,5.978140145181876,11.790450445011896,1.9722606293387905
synthetic,42,0.15387351687405396,6.498844117656086,15.881225442487548,2.4437000111052627
synthetic,43,0.11267950738845467,8.874728184181444,14.324439953644303,1.6140708375921384
synthetic,44,0.1993489281040264,5.016329957280579,11.922599134058684,2.376757357588592
synthetic,45,0.18004419629358118,5.5541918072682215,12.685153256809595,2.283888222983187
synthetic,46,0.2722502446758552,3.6730912811138645,8.6654501352684,2.3591709195532444
synthetic,47,0.14895769883470153,6.713315309131492,13.587409775211869,2.023949293239689
synthetic,48,0.15730739271086608,6.356980322202776,13.897005000290198,2.18610162308552
synthetic,49,0.14033565895070133,7.125772647358938,15.88122544248969,2.228702237416434
synthetic,50,0.16037751499697622,6.2352880328570635,11.922599134057277,1.9121168214252067
synthetic,51,0.12945859568846524,7.724477426021546,15.470033149235812,2.0027287667540734
synthetic,52,0.10684437100824538,9.359407431233116,13.897005000291063,1.4848167581545395
synthetic,53,0.1784542182876552,5.603678128740408,8.665450135268422,1.5463861299999824
synthetic,54,0.11472974297122428,8.71613562536101,11.023613906073939,1.2647363900578767
synthetic,55,0.1201894388707237,8.320198591455314,14.324439953643694,1.721646400165811
synthetic,56,0.17599409072160802,5.6820089577997575,12.101003136344683,2.1297050438003096
synthetic,57,0.17155953297573515,5.828880404689822,12.101003136342497,2.076042446608825
synthetic,58,0.12184735585094145,8.206989745623385,13.587409775212835,1.6555899539729186
synthetic,59,0.11311480606026479,8.840575649020028,18.300846981229622,2.070096757020371
synthetic,60,0.15843624208514062,6.311687192521386,12.101003136340854,1.9172374623823454
synthetic,61,0.1460507473547441,6.8469351791202415,13.58740977521332,1.984451352285061
synthetic,62,0.1805145462382396,5.539719766850364,13.587409775213157,2.452725110125624
synthetic,63,0.1041432216313461,9.602161180877179,13.808466450925637,1.4380581819877556
synthetic,64,0.12592824061866983,7.941030503460732,15.470033149232814,1.9481140567953885
synthetic,65,0.19223077537301891,5.202080666113559,11.790450445010874,2.2664874310415963
synthetic,66,0.10391726112594998,9.623040380057537,15.470033149234414,1.607603474396095
synthetic,67,0.1474908435011184,6.780081910592756,14.324439953644596,2.112723731444163
synthetic,68,0.11900696459383014,8.402869558206046,14.319683201935337,1.704142031807583
synthetic,69,0.21496210530161464,4.65198272317297,14.319683201936122,3.078189248340355
synthetic,70,0.11650805685881661,8.583097400824311,13.897005000290111,1.619113048741059
synthetic,71,0.22355883289378625,4.473095457941956,11.58954283563796,2.5909446701077643
synthetic,72,0.16544939734010355,6.044144107363324,11.922599134059666,1.9725868414578123
synthetic,73,0.15545880612953494,6.432572235031556,16.411937459367632,2.551380203705885
