Kind,Index,TStar,Overshoot,Radius,HullExtent
synthetic,74,0.1083723521409524,9.227445748334127,18.300846981229533,1.9833058335274925
synthetic,75,0.1691234291551748,5.912841319474879,12.766385155053936,2.15909483533844
synthetic,76,0.12198718104847006,8.19758265913746,15.470033149235208,1.8871457346015887
synthetic,77,0.2224984476902567,4.494413378524395,10.049357437327657,2.23596643008994
synthetic,78,0.15891000902622737,6.292869820647701,11.922599134058276,1.8946203360092913
synthetic,79,0.24786000235163347,4.034535586670907,10.04935743732713,2.4908337580483075
synthetic,80,0.16963005575501525,5.8951816973062225,15.470033149235167,2.6241825856366954
synthetic,81,0.13608422018626715,7.348390567482668,14.324439953644598,1.9493302406967339
synthetic,82,0.09261802587793015,10.797034276221698,15.470033149235379,1.4328039305483196
synthetic,83,0.14874075171271703,6.7231070737859,14.243643748907127,2.118610278340589
synthetic,84,0.19376605929010518,5.160862555927852,11.023613906076246,2.136002225715998
synthetic,85,0.1270119556417142,7.8732745665367325,16.411937459367252,2.084512272583741
synthetic,86,0.152491241670534,6.557753671916168,14.31968320193475,2.183626271791718
synthetic,87,0.15000495234125644,6.666446569877454,13.808466450924708,2.071338351876799
synthetic,88,0.13006818515849533,7.688275182600913,15.899972020543697,2.0680805047829725
synthetic,89,0.18867700156578518,5.30006302676659,11.922599134057657,2.2495202554848257
synthetic,90,0.13763011565177685,7.265851628942445,15.381865757962208,2.117007963208445
synthetic,91,0.09345101816897543,10.700792988598893,15.881225442489919,1.4841166873717202
synthetic,92,0.18881915139503253,5.296072949231082,11.922599134059803,2.2512150509163216
synthetic,93,0.13422412410635676,7.450225558615813,15.470033149235903,2.0764516493524927
synthetic,94,0.1280736108624558,7.808009731793589,11.5895428356383,1.4843145992053022
synthetic,95,0.14467238460722193,6.912169193277269,13.811856977408599,1.9981942847755987
synthetic,96,0.20805948968410112,4.806317661925973,11.790450445011738,2.453115102734825
synthetic,97,0.139564099055802,7.165166448716653,15.899972020542986,2.2190652700595415
synthetic,98,0.18890193180413845,5.293752109622905,11.589542835637893,2.1892870303788103
synthetic,99,0.16629042357713258,6.01357539711935,12.685153256810246,2.1094195082158187
synthetic,100,0.10910609675569338,9.165390658591386,14.24364374890505,1.5540683730216616
real_loo,1,0.07755256697067202,12.894479693730435,13.897005000294978,1.0777484109771402
real_loo,2,0.0415915893765284,24.04332258012567,14.319683201940487,0.59557838373708
real_loo,3,0.03908101027246235,25.58787485349707,15.8812254424949,0.6206543346574336
real_loo,4,0.0668653731487404,14.955423904918982,14.243643748911852,0.9524065542687146
real_loo,5,0.11848610152584696,8.439808442696181,12.101003136348206,1.433800686177946
real_loo,6,0.07605249115769147,13.148813204902707,12.766385155058309,0.9709153941207557
real_loo,7,0.07798494069380815,12.822988529622592,12.685153256814319,0.989250924424532
real_loo,8,0.04131089587323186,24.206688789045796,15.381865757966734,0.6354386546633944
real_loo,9,0.04825491267418165,20.723278617288656,13.80846645093017,0.6663263427540024
real_loo,10,0.0895212630324703,11.17053051002296,14.324439953649621,1.2823419568834944
real_loo,11,0.06581451107537838,15.194217561757537,15.899972020549487,1.0464488846446605
real_loo,12,0.03519830451806379,28.410459358540958,16.411937459373256,0.5776723724264381
real_loo,13,0.04402060808251167,22.71663303981655,11.02361390607963,0.485266187412457
real_loo,14,0.17559305632967076,5.694986014267726,10.04935743733129,1.764597386570309
real_loo,15,0.07653023894736033,13.066730402969581,11.589542835643448,0.886950482502461
real_loo,16,0.04136633197601575,24.174248772644415,13.587409775217852,0.5620613034558232
real_loo,17,0.06826342468245628,14.649133187380215,13.81185697741393,0.942844658502554
real_loo,18,0.05776487813767589,17.311557337948777,11.790450445015516,0.6810739331446277
real_loo,19,0.06851815043950944,14.594672996651301,11.922599134063104,0.8169144410977007
real_loo,20,0.09107640721120705,10.979791919997355,8.665450135271302,0.7892180651883782
real_loo,21,0.04888914509185009,20.45443826275256,18.30084698123657,0.8947127633694215
real_loo,22,0.01948793013188976,51.31381286941371,19.227599515805714,0.37470611596797915
real_loo,23,0.05663318818976638,17.65749080996821,15.470033149241162,0.876117298642899
unit_dir,1,0.16003246508854257,6.248732089746422,1.0,0.16003246508854257
unit_dir,2,0.16778978063675568,5.959838532507993,1.0,0.16778978063675568
unit_dir,3,0.18875532593077482,5.297863755996722,1.0,0.18875532593077482
unit_dir,4,0.10951225995348969,9.131397712226049,1.0,0.10951225995348969
unit_dir,5,0.1452045552326491,6.8868362869042485,1.0,0.1452045552326491
unit_dir,6,0.1684760486633211,5.935561807948015,1.0,0.1684760486633211
unit_dir,7,0.168988835414445,5.917550692313493,1.0,0.168988835414445
unit_dir,8,0.16892977180132493,5.919619669977894,1.0,0.16892977180132493
unit_dir,9,0.13678886245566338,7.310536706335463,1.0,0.13678886245566338
unit_dir,10,0.16966572883611572,5.893942205416891,1.0,0.16966572883611572
unit_dir,11,0.17578579651076778,5.688741751889749,1.0,0.17578579651076778
unit_dir,12,0.12285160883819954,8.139901540215398,1.0,0.12285160883819954
unit_dir,13,0.1640513156968258,6.095653641986297,1.0,0.1640513156968258
unit_dir,14,0.13911898888758148,7.188091345373956,1.0,0.13911898888758148
unit_dir,15,0.14361143529375525,6.96323379788325,1.0,0.14361143529375525
unit_dir,16,0.1406589545038681,7.109394517591841,1.0,0.1406589545038681
unit_dir,17,0.16522850883125642,6.052224322990616,1.0,0.16522850883125642
unit_dir,18,0.13733639587208013,7.281391022751424,1.0,0.13733639587208013
unit_dir,19,0.14906656655621855,6.708412376445678,1.0,0.14906656655621855
unit_dir,20,0.12469875865061317,8.019326020733269,1.0,0.12469875865061317
unit_dir,21,0.1563457479020038,6.396080567709404,1.0,0.1563457479020038
unit_dir,22,0.17013238118667576,5.877775841524029,1.0,0.17013238118667576
unit_dir,23,0.12891370418736747,7.757127190655903,1.0,0.12891370418736747
unit_dir,24,0.11522865871852515,8.678396599605922,1.0,0.11522865871852515
unit_dir,25,0.10615340369942465,9.42032911946487,1.0,0.10615340369942465
unit_dir,26,0.12453762895720927,8.029701612061338,1.0,0.12453762895720927
unit_dir,27,0.13182572627839834,7.585772733678201,1.0,0.13182572627839834
unit_dir,28,0.10576228661795731,9.455166222079495,1.0,0.10576228661795731
unit_dir,29,0.16824404354598554,5.943746827070722,1.0,0.16824404354598554
unit_dir,30,0.17314994231146713,5.775341225359296,1.0,0.17314994231146713
unit_dir,31,0.15691074108516415,6.3730500097328875,1.0,0.15691074108516415
unit_dir,32,0.12610798487468172,7.929711992414579,1.0,0.12610798487468172
unit_dir,33,0.17802738474945914,5.617113352573911,1.0,0.17802738474945914
unit_dir,34,0.12797710278942748,7.813897784866971,1.0,0.12797710278942748
unit_dir,35,0.1375072099556683,7.272345939695783,1.0,0.1375072099556683
unit_dir,36,0.16487884156502608,6.065059594718301,1.0,0.16487884156502608
unit_dir,37,0.1492346381273055,6.7008572041227055,1.0,0.1492346381273055
unit_dir,38,0.16055987886076498,6.2282059945198665,1.0,0.16055987886076498
unit_dir,39,0.15025889354985536,6.655180111972564,1.0,0.15025889354985536
unit_dir,40,0.09792160333768901,10.21225108571226,1.0,0.09792160333768901
unit_dir,41,0.14334218383942904,6.976313414620454,1.0,0.14334218383942904
unit_dir,42,0.18152424338845718,5.508906035542734,1.0,0.18152424338845718
unit_dir,43,0.12678399235720902,7.887431066080791,1.0,0.12678399235720902
unit_dir,44,0.16586499906875857,6.028999521384585,1.0,0.16586499906875857
unit_dir,45,0.1638996534701133,6.101294168888207,1.0,0.1638996534701133
unit_dir,46,0.18305920032141546,5.4627136917685615,1.0,0.18305920032141546
unit_dir,47,0.16923567927021357,5.908919468472897,1.0,0.16923567927021357
unit_dir,48,0.14520217096904428,6.886949370840953,1.0,0.14520217096904428
unit_dir,49,0.17175651109496007,5.822195581552794,1.0,0.17175651109496007
unit_dir,50,0.16025606270519513,6.240013532839543,1.0,0.16025606270519513
unit_dir,51,0.15231882529823335,6.565176681490587,1.0,0.15231882529823335
unit_dir,52,0.1026873521865121,9.738297645299976,1.0,0.1026873521865121
unit_dir,53,0.1351788072730633,7.39760928634312,1.0,0.1351788072730633
unit_dir,54,0.10270057853237402,9.737043493720659,1.0,0.10270057853237402
unit_dir,55,0.12364682617618851,8.087550897384672,1.0,0.12364682617618851
unit_dir,56,0.16327768276502186,6.124535717714294,1.0,0.16327768276502186
unit_dir,57,0.1301882537776642,7.681184523050769,1.0,0.1301882537776642
unit_dir,58,0.11094193158100206,9.013724438986081,1.0,0.11094193158100206
unit_dir,59,0.15458994356704867,6.468726082212978,1.0,0.15458994356704867
unit_dir,60,0.1611197542031705,6.2065635895832445,1.0,0.1611197542031705
unit_dir,61,0.1496093297911684,6.684075126837652,1.0,0.1496093297911684
unit_dir,62,0.1931694819669439,5.176801168681111,1.0,0.1931694819669439
unit_dir,63,0.11558069408187464,8.651963962871028,1.0,0.11558069408187464
unit_dir,64,0.14520501977492736,6.886814254424768,1.0,0.14520501977492736
unit_dir,65,0.1488066662130011,6.720129046964907,1.0,0.1488066662130011
unit_dir,66,0.12474179906743021,8.016559064211041,1.0,0.12474179906743021
unit_dir,67,0.1599270813303532,6.252849684252983,1.0,0.1599270813303532
unit_dir,68,0.10646704022419767,9.392578190341403,1.0,0.10646704022419767
unit_dir,69,0.23078310284978756,4.333072862144857,1.0,0.23078310284978756
unit_dir,70,0.1155021843326221,8.657844921098716,1.0,0.1155021843326221
unit_dir,71,0.18400947234513595,5.434502839747063,1.0,0.18400947234513595
unit_dir,72,0.14693907629042227,6.805541624771883,1.0,0.14693907629042227
unit_dir,73,0.19545285961224138,5.1163231992813945,1.0,0.19545285961224138
unit_dir,74,0.14965137836590944,6.682197056380737,1.0,0.14965137836590944
unit_dir,75,0.1509152759560427,6.626234446215182,1.0,0.1509152759560427
unit_dir,76,0.15504871440939647,6.449585885372531,1.0,0.15504871440939647
unit_dir,77,0.16843225212650756,5.937105200308735,1.0,0.16843225212650756
unit_dir,78,0.1347921852339585,7.418827718122547,1.0,0.1347921852339585
unit_dir,79,0.1940204872615278,5.154094879949771,1.0,0.1940204872615278
unit_dir,80,0.1953282134558282,5.119588114320932,1.0,0.1953282134558282
unit_dir,81,0.1557533071171775,6.4204094186435,1.0,0.1557533071171775
unit_dir,82,0.10004476230775153,9.995525771992558,1.0,0.10004476230775153
unit_dir,83,0.1404709973797875,7.11890723817051,1.0,0.1404709973797875
unit_dir,84,0.17189205384562362,5.817604581641108,1.0,0.17189205384562362
unit_dir,85,0.15425465089299825,6.4827867050418435,1.0,0.15425465089299825
unit_dir,86,0.14346564438943282,6.970309890258692,1.0,0.14346564438943282
unit_dir,87,0.14281572512355506,7.0020300575084695,1.0,0.14281572512355506
unit_dir,88,0.14782175382628487,6.764904177602751,1.0,0.14782175382628487
unit_dir,89,0.1749631455435995,5.71548937859492,1.0,0.1749631455435995
unit_dir,90,0.14903136145531107,6.709997078701201,1.0,0.14903136145531107
unit_dir,91,0.11763923255481946,8.500565485532249,1.0,0.11763923255481946
unit_dir,92,0.17660256412049027,5.662431941349006,1.0,0.17660256412049027
unit_dir,93,0.13931930831052866,7.177755991804819,1.0,0.13931930831052866
unit_dir,94,0.12098060669908761,8.26578761079681,1.0,0.12098060669908761
unit_dir,95,0.17487903414648767,5.718238351901856,1.0,0.17487903414648767
unit_dir,96,0.16590735419726593,6.02746035483748,1.0,0.16590735419726593
unit_dir,97,0.16836056417295162,5.939633220596308,1.0,0.16836056417295162
unit_dir,98,0.14505059462804373,6.894146160271323,1.0,0.14505059462804373
unit_dir,99,0.1518717250566144,6.584504124301099,1.0,0.1518717250566144
unit_dir,100,0.12407170339476674,8.05985549193467,1.0,0.12407170339476674
