Kind,RecordID,Value
synth_to_real,Syn1,11.951137864980222
synth_to_real,Syn2,13.358717328541367
synth_to_real,Syn3,15.524117477996457
synth_to_real,Syn4,13.612052376223499
synth_to_real,Syn5,13.75794353332351
synth_to_real,Syn6,16.121680922230375
synth_to_real,Syn7,10.54976848755851
synth_to_real,Syn8,11.492309364642223
synth_to_real,Syn9,17.571372850595452
synth_to_real,Syn10,14.631786984575205
synth_to_real,Syn11,12.462078416208156
synth_to_real,Syn12,13.099825714032017
synth_to_real,Syn13,12.38622078216941
synth_to_real,Syn14,11.574506086031569
synth_to_real,Syn15,18.32478597487439
synth_to_real,Syn16,13.146316607175136
synth_to_real,Syn17,14.289600953494071
synth_to_real,Syn18,14.300443861329859
synth_to_real,Syn19,11.70109189497551
synth_to_real,Syn20,13.30348820828371
synth_to_real,Syn21,19.35633059124187
synth_to_real,Syn22,11.072923176402238
synth_to_real,Syn23,14.916908633545459
synth_to_real,Syn24,16.98799129520015
synth_to_real,Syn25,16.445956771647964
synth_to_real,Syn26,13.446856452638752
synth_to_real,Syn27,12.648740405312482
synth_to_real,Syn28,15.738767661532208
synth_to_real,Syn29,16.708031648220693
synth_to_real,Syn30,18.220947603288316
synth_to_real,Syn31,9.087187700135734
synth_to_real,Syn32,13.411125273357973
synth_to_real,Syn33,17.215323888349495
synth_to_real,Syn34,11.9952272847826
synth_to_real,Syn35,19.259429935218133
synth_to_real,Syn36,13.132967742471898
synth_to_real,Syn37,17.094318946959728
synth_to_real,Syn38,14.09952999813228
synth_to_real,Syn39,15.851591054500735
synth_to_real,Syn40,14.916243523572705
synth_to_real,Syn41,13.907405543409677
synth_to_real,Syn42,12.66410808060449
synth_to_real,Syn43,15.843331539090737
synth_to_real,Syn44,10.803382417091246
synth_to_real,Syn45,10.509906807635899
synth_to_real,Syn46,10.679131476836558
synth_to_real,Syn47,15.226076822458797
synth_to_real,Syn48,14.760946264092304
synth_to_real,Syn49,12.73659490634377
synth_to_real,Syn50,11.86541420237912
synth_to_real,Syn51,16.195314627041995
synth_to_real,Syn52,14.259203304607455
synth_to_real,Syn53,11.106756137309539
synth_to_real,Syn54,12.627526837058282
synth_to_real,Syn55,13.375965513220864
synth_to_real,Syn56,11.392130657671682
synth_to_real,Syn57,12.012263003242335
synth_to_real,Syn58,13.81038042147672
synth_to_real,Syn59,16.47746152427972
synth_to_real,Syn60,13.102100504266796
synth_to_real,Syn61,13.42769612700332
synth_to_real,Syn62,10.737214811782085
synth_to_real,Syn63,13.718832146893565
synth_to_real,Syn64,15.639484115435394
synth_to_real,Syn65,12.351082889130177
synth_to_real,Syn66,16.91307615123828
synth_to_real,Syn67,11.10304622382779
synth_to_real,Syn68,15.103250936977169
synth_to_real,Syn69,12.003557449243969
synth_to_real,Syn70,13.26647297144071
synth_to_real,Syn71,13.908047337979218
synth_to_real,Syn72,13.967567621188026
synth_to_real,Syn73,15.618154725525589
synth_to_real,Syn74,14.462068747233578
synth_to_real,Syn75,14.856168952383257
synth_to_real,Syn76,14.370968528930668
synth_to_real,Syn77,10.235912616826361
synth_to_real,Syn78,13.72765708556099
synth_to_real,Syn79,12.341730887878292
synth_to_real,Syn80,14.965303990483148
synth_to_real,Syn81,15.41629982052663
synth_to_real,Syn82,16.2116714616812
synth_to_real,Syn83,15.972645976781902
synth_to_real,Syn84,10.419436062677676
synth_to_real,Syn85,15.951382056105965
synth_to_real,Syn86,14.655851996781127
synth_to_real,Syn87,12.934526097942756
synth_to_real,Syn88,16.003581396395774
synth_to_real,Syn89,14.07314252409286
synth_to_real,Syn90,11.940485196849021
synth_to_real,Syn91,17.6750609742564
synth_to_real,Syn92,11.771086613901556
synth_to_real,Syn93,15.291710111611595
synth_to_real,Syn94,12.833004092671464
synth_to_real,Syn95,14.88652894155833
synth_to_real,Syn96,12.361910454853906
synth_to_real,Syn97,15.334375711527311
synth_to_real,Syn98,12.478212839623207
synth_to_real,Syn99,12.879057126460358
synth_to_real,Syn100,14.586378908467871
real_to_real,R5,16.16831449010422
real_to_real,R7,17.46529312715534
real_to_real,R24,17.631164742504588
real_to_real,R42,15.72871289172234
real_to_real,R46,15.064591897927826
real_to_real,R56,16.16831449010422
real_to_real,R58,15.064591897927826
real_to_real,R59,18.344441299092168
real_to_real,R60,15.851409610684023
real_to_real,R61,14.511349512553174
real_to_real,R65,17.363137907514922
real_to_real,R74,19.074804741627727
real_to_real,R78,14.709282920319811
real_to_real,R79,14.511349512553174
real_to_real,R88,15.607509762837724
real_to_real,R100,15.860698678881917
real_to_real,R109,17.329952231027974
real_to_real,R118,15.686407566589649
real_to_real,R120,15.636346595733487
real_to_real,R132,14.709282920319811
real_to_real,R138,18.68589314286066
real_to_real,R147,21.47438059710171
real_to_real,R151,16.432529821562436
holdout_to_train,H100,16.362667540342574
holdout_to_train,H109,17.329952231027974
holdout_to_train,H118,15.686407566589649
holdout_to_train,H120,15.72871289172234
holdout_to_train,H132,14.709282920319811
holdout_to_train,H138,18.68589314286066
holdout_to_train,H147,21.47438059710171
holdout_to_train,H151,16.432529821562436
mia_member_nn_dist,Train5,11.287203167325119
mia_member_nn_dist,Train7,9.602397143142115
mia_member_nn_dist,Train24,13.818968571212897
mia_member_nn_dist,Train42,9.765140034455131
mia_member_nn_dist,Train46,11.281922751147944
mia_member_nn_dist,Train56,10.189165585243051
mia_member_nn_dist,Train58,9.499846804434737
mia_member_nn_dist,Train59,13.544121631851548
mia_member_nn_dist,Train60,9.760813659207388
mia_member_nn_dist,Train61,9.590079340183793
mia_member_nn_dist,Train65,13.109664939483142
mia_member_nn_dist,Train74,13.105165190560694
mia_member_nn_dist,Train78,5.584196166322772
mia_member_nn_dist,Train79,8.152105376313234
mia_member_nn_dist,Train88,10.57435035543229
mia_nonmember_nn_dist,Holdout100,16.539834095708883
mia_nonmember_nn_dist,Holdout109,15.630685172571596
mia_nonmember_nn_dist,Holdout118,15.268598093051175
mia_nonmember_nn_dist,Holdout120,14.43678049706692
mia_nonmember_nn_dist,Holdout132,13.841965713655185
mia_nonmember_nn_dist,Holdout138,18.426444844231234
mia_nonmember_nn_dist,Holdout147,19.44235584634869
mia_nonmember_nn_dist,Holdout151,16.739338283060984
summary,MIA_AUC,1.0
summary,median_dcr_synth_to_real,13.784161977400116
summary,median_dcr_real_to_real,15.860698678881917
summary,median_dcr_holdout_to_train,16.397598680952505
summary,n_train,15.0
summary,n_holdout,8.0
summary,n_synth_canon,100.0
