Feature,Real_Mean,Real_Std,Synth_Mean,Synth_Std,Mean_Rel_Error
Estradiol,4724.853448275862,5406.693629606063,4504.734096354321,1353.2054854799778,0.046587551197352924
Progesterone,56.10896551724139,63.09052159748149,52.97720619177978,14.769829701333013,0.055815666829559865
II,104.40262828247741,16.13921840306841,104.1256590898622,4.428806597624354,0.0026528948281438775
V,90.27163181156482,15.383503696763391,89.8418576322024,6.518013171617916,0.004760899639651272
VII,128.02456742122595,42.81898236201994,125.90440665188162,13.55159093023901,0.016560577489542243
VIII,134.3317017265032,63.416882832959054,130.79257336506706,21.853186403065795,0.026346188695217706
IX,123.65313679125202,29.346129932439112,123.06559244112752,9.63544763318474,0.004751552329128374
X,106.47604635053446,17.327655837553458,105.79871046634567,5.851130155007814,0.0063613921384618796
XI,94.3888798883153,30.540897305475738,94.09317075821127,13.600246144919037,0.0031328810179114762
XII,145.39384276558948,50.29674986409623,147.81503986607387,22.169849708552842,0.016652679745097286
AT,89.55374394337272,9.060100118581953,89.3089915508753,3.6570272959769032,0.0027330224479747197
PC,118.39539373443678,26.490970787025013,117.02575246892523,9.59270924230822,0.011568366152687318
TFPI Total,48.29127156670517,12.181743172976564,47.34768275978309,5.802732933347944,0.01953953118875099
TFPI Free,10.1240555764885,3.7089336552489183,10.010729481552616,1.3403300613648805,0.011193744846587526
vWF,15.775689712530477,10.588190677971127,15.603202311329994,4.3170080331125,0.010933747071830263
C1estInh,170.10225261650226,33.862163381093524,169.4889092172707,14.255622277646488,0.003605733550244886
Fbgn,349.8482274746679,89.19758006768035,344.27085920608215,27.939149370169883,0.01594225104081629
Plgn,230.31344626990597,50.5459094104906,228.41281018922055,18.513921547897855,0.008252388696654936
PAI1,2.6056444916834764,2.576501376642734,2.4712780130811796,0.8156464755428581,0.05156746403093704
PAI2,185.96340398441743,268.51818637872424,169.9355746329447,96.4825169133957,0.08618808328984852
α2-AP,58.805140046950626,23.105991037592002,58.837705565719546,10.32571415901799,0.0005537869435038959
TAFI,108.47629807599263,33.970724826793685,106.52125320162428,15.0919661039114,0.01802278386195255
FXIII,68.28294451797805,18.824227329306897,68.77168156368334,8.220479327669116,0.007157527390703165
γ',55.30844316169002,17.668639363675815,54.28916426311655,5.6840288148248845,0.018428992759635103
γ':γA,0.1576087925656719,0.028646823938342236,0.15723623651075302,0.012347757872043442,0.002363802481156854
γ':γA Fold,1.0945349176009456,0.15293611420846134,1.0988078456419814,0.072693729227267,0.0039038754929824077
TAFIa/ai,21.02038980573314,15.086208247195882,20.242943658118296,4.1013347785302585,0.03698533446809823
F-mono,10.449224137931036,10.908546242828788,10.248480070794301,5.1048736093755815,0.019211384930296192
tPA PAI1,0.5219396943337862,0.2364533713619558,0.5153428091847061,0.09532304565764359,0.012639171192948773
CD138,181.6622503112542,254.57195473032547,179.1164642259875,100.0459075396486,0.01401384206627874
TM,2978.4343481457454,637.0271027423989,2962.344866763779,251.7875932893077,0.005401992960490484
NE-α1PI,36.34099962549527,15.448695502858675,34.54326776621108,6.699836648062865,0.04946842073169006
TNFα,0.7286148194628275,0.2506385915683121,0.713639785090889,0.11085864461300782,0.020552744703955992
sIL-6R,35.14741379310345,7.505273058867075,35.15071502119852,3.3934905211681468,9.392520640356101e-5
TNFα R1,512.7812881050185,130.12706125158394,506.85125763840654,51.49160291935361,0.011564443953339897
TNFα R2,2.061209622040488,0.5858730487193294,2.047443215232243,0.21909141093602066,0.006678799992509642
