Feature,Real_Mean,Real_Std,Synth_Mean,Synth_Std,Mean_Rel_Error
Estradiol,5320.5,5875.99994585061,4623.284468459975,1229.0032579254337,0.13104323494784795
Progesterone,50.42416666666666,54.87394405003217,52.38364242924007,17.75279621501321,0.03885985415538341
II,102.16294100283862,15.994444153039723,104.93465424615356,4.398407300299332,0.027130319625762553
V,83.75347217835922,11.864040488542521,90.18953649602572,7.050587792682219,0.07684534324690959
VII,137.96281933111774,51.65747294944276,129.80736601494746,14.235246804691695,0.05911341443810872
VIII,150.58728320966887,61.91221359648443,133.37279239902577,23.159700283316614,0.11431570079310518
IX,132.98135777106788,38.77821584503266,126.4094873577955,9.322364716041195,0.04941948648611399
X,104.24705220349074,20.050798062330465,106.91912934663429,6.30044843819362,0.025632160206579716
XI,91.29130056797929,35.286275837965974,94.62724072867654,12.538917090897398,0.036541709231244536
XII,144.85164838545208,39.16918914810123,142.26984031020618,23.05689329929847,0.017823808731369618
AT,86.89484813851823,7.733305404471081,89.90850749964724,3.799785473584999,0.03468168051027571
PC,120.59830816682302,41.24661783411409,121.481745163268,10.783184628992572,0.00732545099407971
TFPI Total,44.39265911578759,11.871212860767178,47.75873327827082,5.600628983044214,0.07582501768374889
TFPI Free,10.174197279366005,3.156482287416132,9.991336172579786,1.3655332403318394,0.0179730254648271
vWF,21.44031637549304,12.143280040425509,15.753429549244547,4.139207221918192,0.2652426730395072
C1estInh,178.11703473381206,41.06627200342604,170.76939720136306,11.562810369481257,0.04125173958476074
Fbgn,358.9070046828063,102.49983715211808,356.5787597026254,26.14244346101149,0.006487042464491733
Plgn,251.8106467904855,54.799202813629456,235.10819984900246,18.78235169491379,0.06632939136755406
PAI1,2.4742201794686767,2.4204738941598385,2.4722163139347324,0.7337383716671529,0.0008098978217753397
PAI2,145.5084762414341,203.8328954088492,176.30275737067547,93.80047116739097,0.2116322150068161
α2-AP,46.761938047494404,12.159453305590477,58.412145672759294,10.48157076528578,0.24913868226402844
TAFI,102.63384336792338,22.99726359253712,107.29943602570985,15.277181644578283,0.04545861778810317
FXIII,65.83679916177088,18.591697294755054,67.91372284140924,8.647078082816465,0.03154654700838421
γ',51.99899829376915,18.995543311453144,55.62053068880603,5.975176556233807,0.06964619538586063
γ':γA,0.14509162248593446,0.02754132826445688,0.1553192958561332,0.012523088784034917,0.07049113653126472
γ':γA Fold,1.1755743668545953,0.2520475962509712,1.0907323865211327,0.06742007216302244,0.07217066204026591
TAFIa/ai,21.11975128275375,18.004928297732658,20.115846327357065,3.5643145987349345,0.0475339383478662
F-mono,15.976666666666668,19.528827332169666,10.03631849972098,4.452862415541835,0.3718139891683092
tPA PAI1,0.5748174124902236,0.2984925312936491,0.5260853311678303,0.10650725169540742,0.08477836659692714
CD138,201.7057479154934,274.07527917675134,186.21626444570052,112.40524924756033,0.07679247433386155
TM,2942.910260981443,524.7326501497997,2922.466880761119,257.12300829170806,0.00694665430046331
NE-α1PI,33.21136258156428,11.356913575739426,36.49143000502827,6.882377879296823,0.09876341012532754
TNFα,0.7770912547528517,0.2607500468935862,0.7432094546061577,0.1275746905166484,0.0436007996994765
sIL-6R,35.333333333333336,6.9139297250134275,35.45872145950077,3.2508170677029264,0.0035487205519085813
TNFα R1,526.9778764814688,65.57260480543314,512.3714158068921,43.92873751200111,0.027717407744137765
TNFα R2,2.1957494090507295,0.33235595131085627,2.056914919323306,0.2033295185988341,0.06322874967205151
