Rung,Median_MRE,CrossVisit_Frob,Mech_Overlap_TFonly,Mech_KS_D,Mech_KS_p,Median_Novelty,DCR_synth_to_real_median,DCR_real_to_real_median,best_rung
V0,0.013142839346779065,0.6483415088604495,0.8933333333333333,0.05066666666666693,0.46751908982824053,0.5082226013903601,13.97499823830652,15.860698678881917,false
V1,0.015326396528142355,0.5724441552530964,0.892,0.03400000000000023,0.9019997594550797,0.5003514602904797,13.96201946499016,15.860698678881917,false
V2,0.0202320061921316,0.5947805443957906,0.8826666666666667,0.05756521739130463,0.3104974477227963,0.4986651949487303,14.153255810780738,15.860698678881917,false
V3,0.01887991732922782,0.617509984087843,0.918,0.044405797101449186,0.6377839007158526,0.5156684304222638,14.334664163026194,15.860698678881917,true
