β_frac,β,noise_scale,pc1_std,pc2_std,pc1_std_ratio,pc2_std_ratio,mean_dist_from_centroid,dist_ratio,mean_novelty,diversity,mean_rel_error,median_rel_error,correlation_mae
0.1,0.2940048064334709,0.2608181335060602,3.152152593796996,3.0139171137304888,0.5383927818113649,0.6009958166282753,13.51644823740007,0.9801953572038588,0.5418947377934635,1.0022705797246143,0.01140042925891652,0.007273723708781718,NaN
0.2,0.5880096128669418,0.18442627085855343,3.188028139181662,3.0287113314408938,0.5445203832214806,0.6039458854651838,13.516727850349167,0.980215634373549,0.5392126950251793,1.002310282250967,0.01128361009621989,0.006874373545957003,NaN
0.3,0.8820144193004126,0.1505834195892596,3.22268360650695,3.0428747332588837,0.5504395933177657,0.606770165271373,13.516909564872938,0.9802288120759607,0.5360430687503206,1.00233544649852,0.011193449009951941,0.00680873949611498,NaN
0.4,1.1760192257338835,0.1304090667530301,3.256337982167334,3.0564898595378747,0.5561878153320092,0.609485115161422,13.517020678247057,0.9802368698742464,0.5323543433043836,1.0023501035534355,0.011130484541511845,0.006755084095538315,NaN
0.5,1.4700240321673543,0.11664141525683323,3.28922992400421,3.069584927289431,0.561805812411079,0.6120963618016482,13.51707130594218,0.9802405413292642,0.5280945915247431,1.0023557665819602,0.01110110954630896,0.006660016698876937,NaN
0.6,1.7640288386008252,0.10647855712582467,3.32158216329665,3.0821470841544216,0.5673316274191341,0.614601342343181,13.51706848643422,0.9802403368621909,0.5234031989438868,1.0023535050553072,0.011080765985789,0.006519826509413377,NaN
0.7,2.0580336450342958,0.09857998838186831,3.3535514958766353,3.0941707696839345,0.5727920413388987,0.6169989479942358,13.517019195335376,0.9802367623354078,0.5184908153501001,1.002344384507802,0.011069026651227122,0.006635461657976035,NaN
0.8,2.352038451467767,0.09221313542927671,3.385196145766781,3.1057166475729328,0.5781969989279854,0.6193012755131238,13.516930831165372,0.9802303542800029,0.513469654440554,1.0023295314224885,0.011078830838032657,0.006535213076235261,NaN
0.9,2.646043257901238,0.0869393778353534,3.4164580307186916,3.1169282809441095,0.5835365796440481,0.6215369523746241,13.516811312896289,0.9802216869695973,0.5081131847018072,1.0023101412526727,0.011102021816397356,0.006507708937517438,NaN
1.0,2.9400480643347087,0.0824779356953028,3.44718051573824,3.1280103970005757,0.5887840299757303,0.6237468025921311,13.51666890295077,0.9802113595844022,0.5024690177176292,1.0022874516294267,0.011155130318672804,0.0063710878697193895,NaN
1.5,4.410072096502063,0.06734295249719159,3.588384656602356,3.19026803940347,0.6129019265371844,0.6361614049933783,13.515812992107477,0.9801492900362457,0.47365597577168617,1.0021545427280465,0.011601647389522558,0.006682622764870251,NaN
2.0,5.880096128669417,0.05832070762841662,3.7374242974199383,3.277030982584584,0.6383581392147845,0.6534625330345754,13.514760772294764,0.9800729844153411,0.44634814192976946,1.0019918836679813,0.012068913426417792,0.006978972113359692,NaN
3.0,8.820144193004126,0.04761865837588772,4.031633674672374,3.436921211204032,0.6886095786170641,0.6853457451117273,13.512384752030844,0.9799006784966255,0.40308399662947286,1.0016787621480971,0.013168263730807908,0.008077329789779115,NaN
