row_type,M,T,alpha,beta_star,B,B_fallback_used,tau,ESS,ks_energy_D,ks_energy_p,ks_dist_D,ks_dist_p,init_dependent,mala_accept_mean,mala_accept_std,representative_k0,anchor_dist_nearest_t0,anchor_dist_nearest_T,anchor_dist_own_t0,anchor_dist_own_T,t0,rhat,t,dist_nearest,dist_own_anchor
rhat_window,,,,,,,,,,,,,,,,,,,,,3300,1.0773346713119962,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3350,1.0784298156049443,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3400,1.08291115040504,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3450,1.086391071509236,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3500,1.083556953773915,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3550,1.0796959959080314,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3600,1.0768323192410933,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3650,1.0792287801937794,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3700,1.0866186839263665,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3750,1.0927071702057594,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3800,1.0993666787712522,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3850,1.102727509384032,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3900,1.1029712369897375,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,3950,1.099263367195911,,,
rhat_window,,,,,,,,,,,,,,,,,,,,,4000,1.1018998745233397,,,
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,0,0.05396549363582573,0.05396549363582573
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,1,0.5000935085283377,0.5000935085283377
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,2,0.45416874867723317,0.45416874867723317
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,3,0.5581659194350987,0.5581659194350987
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,4,0.6696301738241961,0.6696301738241961
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,5,0.7755555831482611,0.7755555831482611
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,6,0.7307112166689737,0.7307112166689737
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,7,0.9018589697124949,0.9018589697124949
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,8,1.0007863820483296,1.0007863820483296
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,9,1.1147619295476325,1.1147619295476325
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,10,1.0195392905496248,1.0195392905496248
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,11,1.0360186465608427,1.0360186465608427
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,12,1.095852103480649,1.095852103480649
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,13,1.1363277888451002,1.1363277888451002
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,14,1.0820053631224615,1.0820053631224615
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,15,1.2383752392591114,1.2383752392591114
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,16,1.1801014731761723,1.1801014731761723
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,17,1.1608540832851515,1.1608540832851515
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,18,1.184671725694393,1.184671725694393
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,19,1.2894175196558568,1.2894175196558568
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,20,1.2089180398864277,1.2089180398864277
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,21,1.11846960883263,1.11846960883263
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,22,1.1179351664914754,1.1179351664914754
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,23,1.1785414467044961,1.1785414467044961
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,24,1.2327564372634037,1.2327564372634037
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,25,1.2153175166923171,1.2153175166923171
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,26,1.2401940488492251,1.2401940488492251
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,27,1.2017173530448413,1.2017173530448413
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,28,1.3084771190282587,1.3084771190282587
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,29,1.2666416253914672,1.2666416253914672
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,30,1.223766542070549,1.223766542070549
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,31,1.0795015463127848,1.0795015463127848
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,32,1.107876677681787,1.107876677681787
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,33,1.1207046219323282,1.1207046219323282
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,34,1.2510764217521577,1.2510764217521577
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,35,1.2542707086145206,1.2542707086145206
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,36,1.4135112622562034,1.4135112622562034
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,37,1.429109560144476,1.429109560144476
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,38,1.3972742788231485,1.3972742788231485
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,39,1.4384204500525493,1.4384204500525493
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,40,1.5095755766260293,1.5116591521567548
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,41,1.776739726197782,1.7788212037817808
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,42,1.7734782776027134,1.7734782776027134
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,43,1.7800198206554658,1.782405906278345
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,44,1.7477389583883212,1.7477389583883212
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,45,1.7502513997242446,1.7502513997242446
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,46,1.6255571189305,1.6255571189305
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,47,1.5696691199696544,1.5696691199696544
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,48,1.6119850143503007,1.6119850143503007
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,49,1.7447604840245519,1.7447604840245519
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,50,1.7130519726441664,1.7130519726441664
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,51,1.6128664390465255,1.6128664390465255
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,52,1.6646342692167062,1.6646342692167062
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,53,1.6679371802508836,1.6679371802508836
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,54,1.7070257945796228,1.7070257945796228
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,55,1.8411340477252487,1.8411340477252487
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,56,1.9049719464172057,1.9049719464172057
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,57,1.8472294584786757,1.8472294584786757
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,58,1.8537990765772214,1.8537990765772214
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,59,1.926373607195952,1.926373607195952
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,60,1.9019600275848736,1.9019600275848736
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,61,1.8775559614432575,1.8775559614432575
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,62,1.9092736871837521,1.9092736871837521
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,63,1.735344239620339,1.735344239620339
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,64,1.8806682838638074,1.8806682838638074
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,65,1.8490014931118595,1.8490014931118595
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,66,1.7208021467239842,1.7208021467239842
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,67,1.7408175127882248,1.7408175127882248
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,68,1.7348191705809457,1.7348191705809457
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,69,1.7698285144305728,1.7698285144305728
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,70,1.7620085891289101,1.7620085891289101
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,71,1.6749704058668322,1.6749704058668322
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,72,1.6833273423036539,1.6833273423036539
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,73,1.6660216341979754,1.6660216341979754
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,74,1.759009885670709,1.759009885670709
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,75,1.8275868870309544,1.8275868870309544
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,76,1.823446956350692,1.823446956350692
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,77,1.9050321449930177,1.9050321449930177
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,78,1.820010846296888,1.820010846296888
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,79,1.8597352745002376,1.8597352745002376
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,80,1.8687379602276566,1.8687379602276566
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,81,1.89219944160717,1.89219944160717
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,82,1.9497978002059695,1.9497978002059695
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,83,2.052355258480959,2.052355258480959
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,84,2.0578888173379806,2.0578888173379806
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,85,2.018083200096269,2.018083200096269
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,86,2.071040858141715,2.1164178338596162
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,87,2.067217997807927,2.1490373050939198
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,88,2.0343983526866216,2.1800807356819174
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,89,1.9965160141995089,2.1964745322203623
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,90,2.1047336575852826,2.267484104198846
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,91,2.087104696447953,2.2040755527235327
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,92,2.040092675625889,2.1491805759898854
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,93,1.8464397443345617,2.041787634851923
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,94,1.9585426315517669,2.152583617808366
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,95,2.0052164449206176,2.218785769596585
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,96,2.004618107534495,2.266886728517009
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,97,1.9138189368532956,2.2618971602970404
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,98,1.9071462705367568,2.27041080121131
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,99,1.739609307715267,2.1310512378517967
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,100,1.828652829771733,2.2448863112862796
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,101,1.9282741546879592,2.3637831931234023
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,102,1.9363622590537926,2.447626473563747
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,103,1.7905811623440417,2.238843228702396
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,104,1.752377311631313,2.1806645073073843
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,105,1.7694637019495267,2.160803530424531
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,106,1.7718565925826197,2.2477881020320862
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,107,1.7301893308102498,2.206531776586525
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,108,1.7847909934802113,2.248696128111842
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,109,1.8381415072863074,2.2926889734779325
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,110,1.9082430855599146,2.4053052946806526
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,111,1.9105685604082956,2.3724991184041686
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,112,2.0618085916124644,2.4936807811664035
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,113,1.9513177883697792,2.4054730161232025
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,114,2.0338608459116228,2.4483956890475085
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,115,2.0315652145862617,2.507415723966951
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,116,2.1389673082842835,2.6034977458982014
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,117,2.1544505681394357,2.598438846975382
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,118,2.294715242156601,2.7066991814288572
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,119,2.371237781626251,2.7722683541563016
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,120,2.2596243085660546,2.661164935508745
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,121,2.2610640432474587,2.672511071838268
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,122,2.381769505024596,2.722158907176368
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,123,2.385790758278677,2.661783628272773
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,124,2.388920831687657,2.6629889811245175
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,125,2.4208839686639023,2.7246502168256987
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,126,2.468509798169462,2.8100945759410614
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,127,2.5006235349693715,2.7274849707240802
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,128,2.459316466657128,2.72899320006506
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,129,2.583698465159637,2.7966818671973024
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,130,2.525326270546871,2.75147848638521
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,131,2.5226428728987207,2.721016359468535
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,132,2.562222611613505,2.824362249456207
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,133,2.5337039697134967,2.7251455088382586
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,134,2.4547520301924304,2.762709333924175
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,135,2.3680665298011045,2.696823356988371
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,136,2.3377893994516956,2.6038506043265186
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,137,2.304961705094732,2.5363554925263587
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,138,2.3567458087457593,2.5949600324219304
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,139,2.374199457700324,2.738303774635048
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,140,2.4373827740241274,2.70731165848012
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,141,2.512800809853984,2.768580290126523
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,142,2.4398168211630185,2.7757620265860394
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,143,2.388869420835034,2.6348373152185878
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,144,2.5806472992792924,2.814047200827417
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,145,2.6146082386291627,2.830401654638491
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,146,2.543785952529063,2.7799083091029044
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,147,2.5035742595019967,2.6837262855806334
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,148,2.520662941972588,2.7106239750793004
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,149,2.5442850445007754,2.7283034597967677
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,150,2.5196027554628975,2.7106686692450603
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,151,2.525777187382279,2.730813748793589
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,152,2.428441418286265,2.6372488966925083
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,153,2.5470996608485295,2.708888145619168
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,154,2.499496496795831,2.7171901808933905
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,155,2.5058745200736516,2.7558923732569287
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,156,2.5059787627310106,2.7754085294723256
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,157,2.473080244919645,2.726466464598839
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,158,2.4508036873874968,2.6995651221664683
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,159,2.4331165150677174,2.6397193167009942
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,160,2.3991591670012182,2.560228680531741
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,161,2.378446657303479,2.545484363121238
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,162,2.321500016173535,2.536397786575859
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,163,2.4443942850292766,2.5927760271566767
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,164,2.5274421964578657,2.6703804150638697
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,165,2.487544842155821,2.624790098520092
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,166,2.4958440397855735,2.609233933794934
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,167,2.605023376361108,2.605023376361108
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,168,2.5249520482017123,2.566724290546648
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,169,2.486079816142234,2.5326829400156914
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,170,2.3995988643689716,2.46777641794058
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,171,2.4052551621163625,2.4097331567796134
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,172,2.407426174668734,2.4664166111069252
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,173,2.3563306807251587,2.5073238153151647
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,174,2.442077856545628,2.5513042847201453
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,175,2.4149861264982415,2.4450768017354734
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,176,2.301603350595405,2.354397443492005
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,177,2.346234277807036,2.346234277807036
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,178,2.3444709048732615,2.3444709048732615
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,179,2.3862672576827935,2.3864495491390274
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,180,2.499721914314945,2.499721914314945
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,181,2.5768060384964713,2.622128204249469
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,182,2.5721462029446807,2.5721462029446807
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,183,2.529836271465619,2.529836271465619
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,184,2.547841962343552,2.547841962343552
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,185,2.6183435999670763,2.6183435999670763
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,186,2.5024914897662938,2.5024914897662938
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,187,2.4443366078500643,2.4443366078500643
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,188,2.4553459039202257,2.4553459039202257
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,189,2.464218077319526,2.4816780279287864
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,190,2.464281180955772,2.481053296811685
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,191,2.4167999394530204,2.4332634935735253
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,192,2.296127619758216,2.3211949376002816
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,193,2.405410010582427,2.4294335982978135
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,194,2.4238575089607703,2.4503182113046997
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,195,2.2565904768140443,2.2565904768140443
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,196,2.2524317569947137,2.316952015189348
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,197,2.27485859123494,2.3092614824161655
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,198,2.25853890112402,2.3533327889944817
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,199,2.33309612358337,2.3682988450193547
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,200,2.3084320310953506,2.3650816289432446
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,201,2.136019916728125,2.249704245948207
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,202,2.148843871365829,2.23262858718986
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,203,2.1552878251453014,2.2943804530069256
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,204,2.06115436488089,2.252164518226587
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,205,1.8860049565343084,2.112075182044799
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,206,1.958949452449856,2.211025603936823
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,207,1.9427707397636536,2.2251107780952193
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,208,1.8500320505885686,2.135861119320998
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,209,1.8010439713649011,2.1275356951825244
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,210,1.827571914984087,2.1166383823942274
anchor_distance,,,,,,,,,,,,,,,,,,,,,,,211,1.9617929252375739,2.1541118744092773
