β_frac,pc1_ratio,pc2_ratio,dist_ratio,mean_re,cor_mae
0.1,0.3633857473039154,0.5464245750863806,0.9684661684671979,0.029553032695871673,0.2492638818015461
0.2,0.3821453395868725,0.5519950702239844,0.9681200480904966,0.031172816928735043,0.2438655650961476
0.3,0.39927314845273915,0.5571283705700105,0.967808517851179,0.03248913979819089,0.2387759604242306
0.5,0.42898445755645176,0.5663361294398864,0.9672540932074537,0.0344077965267888,0.22961064876452078
0.7,0.4543815334282941,0.5741791574792533,0.9668120488999412,0.035645107883829553,0.2215722983215609
1.0,0.48923910603227716,0.5834023176041309,0.9663459657923456,0.03664750414464515,0.21055767151667457
1.5,0.5404822435215992,0.5931432190898647,0.9659991817356038,0.037006217934592876,0.19444227659514202
2.0,0.5668094167300308,0.6027699417940734,0.9639537593198018,0.0446912949707283,0.18324417100471468
3.0,0.634508906487941,0.6244486436733847,0.9636717621154658,0.042851286007254435,0.15899356768956185
